symbol,entry_time,exit_time,MFE,MAE,final_R
ATOMUSDT,2022-05-07 04:00:00,2022-05-07 08:00:00,0.06306306306306335,1.0,-1.0
BTCUSDT,2022-05-08 13:30:00,2022-05-08 19:00:00,0.6337680648572436,0.14663376806485726,-0.09164610504053577
AVAXUSDT,2022-05-09 02:00:00,2022-05-09 04:00:00,0.2330941281231997,0.13226127494631054,-0.057618773243936675
DOTUSDT,2022-05-09 03:30:00,2022-05-09 13:00:00,2.179570592062463,0.11385816525699481,1.5777488614183512
BTCUSDT,2022-05-09 03:30:00,2022-05-10 01:00:00,2.899391021761057,0.11966437764935828,1.9691560126336296
BNBUSDT,2022-05-09 03:30:00,2022-05-10 05:00:00,5.336206896551712,0.14655172413792977,3.012931034482752
BNBUSDT,2022-05-09 13:00:00,2022-05-10 05:00:00,5.160919540229889,0.0747126436781584,2.0459770114942635
BNBUSDT,2022-05-10 01:00:00,2022-05-10 05:00:00,0.23026315789473958,2.2500000000000226,-1.0
SOLUSDT,2022-05-11 12:30:00,2022-05-11 22:00:00,0.6671615201900236,0.34204275534441786,0.2856294536817103
DOTUSDT,2022-05-11 12:30:00,2022-05-12 00:00:00,0.632780082987552,0.37136929460580964,0.19502074688796633
AAVEUSDT,2022-05-11 13:00:00,2022-05-12 00:00:00,2.3496118206861993,0.0,1.2986655218060168
AAVEUSDT,2022-05-11 22:00:00,2022-05-12 00:00:00,0.3090909090909096,1.2727272727272727,-1.0
LTCUSDT,2022-05-13 02:30:00,2022-05-13 03:00:00,0.19931271477663196,1.058419243986255,-1.0
BNBUSDT,2022-05-18 21:30:00,2022-05-18 22:00:00,0.12937062937063085,0.11188811188811339,-0.06293706293706129
UNIUSDT,2022-05-23 08:00:00,2022-05-23 13:00:00,1.8428927680798024,0.0,1.3263270395439997
UNIUSDT,2022-05-23 09:00:00,2022-05-23 13:00:00,0.07608695652173944,0.3500000000000011,-0.19130434782608713
LINKUSDT,2022-05-26 00:30:00,2022-05-26 01:00:00,0.3003003003003025,0.0,0.04504504504504685
LINKUSDT,2022-05-26 05:30:00,2022-05-26 07:00:00,0.18307426597582024,0.04663212435233186,0.037996545768566925
NEARUSDT,2022-05-26 05:15:00,2022-05-26 12:00:00,1.336666666666663,0.20000000000000118,0.8166666666666621
XRPUSDT,2022-05-26 09:30:00,2022-05-26 12:00:00,0.4266055045871576,0.0,0.12385321100917603
LINKUSDT,2022-05-27 02:15:00,2022-05-27 07:00:00,0.355748373101954,0.37744034707158286,-0.35357917570498826
AVAXUSDT,2022-05-26 09:30:00,2022-05-27 10:00:00,0.8601036269430037,0.23963730569948186,0.5764248704663203
BCHUSDT,2022-05-27 02:00:00,2022-05-27 10:00:00,0.3845968615804454,0.4180679857125664,-0.03278885901191982
HBARUSDT,2022-05-27 02:15:00,2022-05-27 10:00:00,0.19266055045871464,0.2614678899082572,-0.12844036697247685
ADAUSDT,2022-05-27 17:00:00,2022-05-27 22:00:00,1.2145593869731797,0.0,0.5287356321839092
ADAUSDT,2022-05-27 18:00:00,2022-05-28 01:00:00,0.1940298507462726,1.0447761194029843,-1.0
NEARUSDT,2022-05-26 08:00:00,2022-05-30 07:00:00,1.9399399399399386,1.2492492492492497,-1.0
DOGEUSDT,2022-05-30 21:00:00,2022-05-31 09:00:00,2.095238095238105,0.0,0.6666666666666755
DOGEUSDT,2022-05-30 22:00:00,2022-05-31 09:00:00,0.16129032258064502,0.838709677419355,-0.7741935483870952
BNBUSDT,2022-05-30 21:15:00,2022-05-31 12:00:00,0.20207253886010232,0.3005181347150263,-0.17357512953367984
BCHUSDT,2022-05-31 22:00:00,2022-06-01 00:00:00,3.7154239538891916,0.0,1.2855649422202173
BCHUSDT,2022-05-31 23:00:00,2022-06-01 05:00:00,0.9057971014492746,1.0579710144927543,-1.0
ETHUSDT,2022-06-01 04:30:00,2022-06-01 13:00:00,1.6588316434522834,0.3329554553165809,1.500000000000009
ATOMUSDT,2022-06-01 21:00:00,2022-06-02 05:00:00,2.9846153846153767,0.0,2.4923076923076857
AVAXUSDT,2022-06-01 21:30:00,2022-06-02 10:00:00,0.4190938511326855,0.06634304207119801,0.06957928802588992
FILUSDT,2022-06-01 21:30:00,2022-06-02 10:00:00,0.1538461538461541,0.1153846153846153,-0.08974358974359019
ETHUSDT,2022-06-02 22:30:00,2022-06-03 07:00:00,1.5240858541197273,0.03463831486635365,1.5000000000000093
XRPUSDT,2022-06-03 11:30:00,2022-06-03 21:00:00,1.2592592592592495,0.14814814814815144,0.5185185185185129
NEARUSDT,2022-06-04 08:30:00,2022-06-04 12:00:00,2.47842170160296,0.0,1.4999999999999944
LINKUSDT,2022-06-05 21:15:00,2022-06-05 23:00:00,0.07193515704154065,0.11651469098277539,-0.05471124620060727
XRPUSDT,2022-06-03 14:00:00,2022-06-06 01:00:00,0.4076923076923094,1.1538461538461537,-1.0
ATOMUSDT,2022-06-08 10:00:00,2022-06-08 13:00:00,0.2643297015632383,1.3936522974893413,-0.7778304121269586
LINKUSDT,2022-06-09 08:30:00,2022-06-09 12:00:00,1.8924731182795722,0.0,1.1209677419354838
